MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
1288,This Is Spinal Tap,7.9,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest","Comedy, Music",82 min,02 Mar 1984
1290,Some Kind of Wonderful,7.0,"When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.",Howard Deutch,"Eric Stoltz, Mary Stuart Masterson, Lea Thompson","Drama, Romance",95 min,27 Feb 1987
1291,Indiana Jones and the Last Crusade,8.2,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",Steven Spielberg,"Harrison Ford, Sean Connery, Alison Doody","Action, Adventure",127 min,24 May 1989
1292,Being There,7.9,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",Hal Ashby,"Peter Sellers, Shirley MacLaine, Melvyn Douglas","Comedy, Drama",130 min,08 Feb 1980
1293,Gandhi,8.0,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi","Biography, Drama, History",191 min,25 Feb 1983
1294,M*A*S*H,7.3,The staff of a Korean War field hospital uses humor and hijinks to keep their sanity in the face of the horror of war.,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt","Comedy, Drama, War",116 min,18 Mar 1970
1297,Real Genius,6.9,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the...",Martha Coolidge,"Val Kilmer, Stacy Peralta, Daniel Ades","Comedy, Romance, Sci-Fi",108 min,07 Aug 1985
1298,Pink Floyd: The Wall,8.0,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson","Drama, Fantasy, Music",95 min,17 Sep 1982
1301,Forbidden Planet,7.5,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilization.",Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen","Adventure, Sci-Fi",98 min,13 Jun 1958
1302,Field of Dreams,7.5,"Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true.",Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta","Drama, Family, Fantasy",107 min,05 May 1989
1304,Butch Cassidy and the Sundance Kid,8.0,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..",George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross","Biography, Crime, Drama",110 min,24 Sep 1969
1305,"Paris, Texas",8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell",Drama,145 min,23 Aug 1984
1307,When Harry Met Sally...,7.7,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Rob Reiner,"Billy Crystal, Meg Ryan, Carrie Fisher","Comedy, Drama, Romance",95 min,21 Jul 1989
1308,I Shot a Man in Vegas,3.9,"Some friends meet each other at a bar in Vegas. After many drinks someone gets shot by his ""friend"". They decide to hide the body in the trunk of their car and drive to L.A. where they can get help disposing of the body. Each pers...",Keoni Waxman,"John Stockwell, Janeane Garofalo, Brian Drillinger","Crime, Drama",86 min,18 Oct 1996
1309,Parallel Sons,6.3,"Seth is a youth with artistic leanings, a fascination with Black pop culture, and a dead-end life in an Adirondack village. He's alternatively sensitive and brutal with Kristen, who wants a sexual relationship that he explosively ...",John G. Young,"Gabriel Mann, Laurence Mason, Murphy Guyer","Drama, Romance",93 min,07 Nov 1996
1310,Hype!,7.5,"Documentary covering the growth and subsequent overexposure of the Seattle ""grunge"" music scene in the early 90s",Doug Pray,"7 Year Bitch, Valerie M. Agnew, Carrie Akre","Documentary, History, Music",84 min,08 Nov 1996
1311,Santa with Muscles,2.6,A heartless millionaire believes he is Santa Claus after an accident renders him amnesiac.,John Murlowski,"Hulk Hogan, Don Stark, Robin Curtis",Comedy,97 min,06 Dec 1996
1312,Female Perversions,5.3,"An ambitious female attorney wallows in excess and meaningless sex with both male and female partners, while dealing with her personal life problems including helping her kleptomaniac sister.",Susan Streitfeld,"Tilda Swinton, Amy Madigan, Karen Sillas","Drama, Fantasy, Thriller",120 min,25 Apr 1997
1313,Mad Dog Time,5.4,"With his boss in the madhouse, a mobster is temporary boss of the criminal empire just as vicious rivals threaten the control of the empire.",Larry Bishop,"Michael J. Pollard, Henry Silva, Gabriel Byrne","Comedy, Crime, Drama",93 min,08 Nov 1996
1314,Breathing Room,4.8,"She's Kathy, a comix cartoonist; he's David, teaching English to new immigrants. It's New York City, with 29 shopping days left until Christmas, and they're in love. Or are they? Their romance has been on-again, off-again because ...",Jon Sherman,"Susan Floyd, Dan Futterman, Joanna Chang","Comedy, Romance",90 min,08 Nov 1996
1316,Anna,N/A,"Disappointment, shame and unrequited love - she's only 15 but she will experience them all in one night.",Anne Haugsgjerd,"Silje Marie Erstad Lien, Hans Otto Bordvik, Tord Brænne","Short, Drama",7 min,N/A
1317,I'm Not Rappaport,6.5,"Two old men - a white former radical, and a black retired janitor - strike up an unusual and funny friendship on a park bench in New York, where they deal with family, drug dealers, and the pitfalls of age.",Herb Gardner,"Walter Matthau, Ossie Davis, Amy Irving","Comedy, Drama",135 min,24 Dec 1996
1318,Blue Juice,5.1,"JC thinks surfing is everything. His girlfriend Chloe wants him to settle down. When he decides to go surfing one night with friends from London, she throws JC out. Surfing or Chloe?",Carl Prechezer,"Sean Pertwee, Catherine Zeta-Jones, Ewan McGregor","Comedy, Drama, Romance",90 min,15 Sep 1995
1320,Alien³,6.4,"Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor.",David Fincher,"Sigourney Weaver, Charles S. Dutton, Charles Dance","Action, Horror, Sci-Fi",114 min,22 May 1992
1322,Amityville 1992: It's About Time,4.5,"An architect brings home a mysterious old clock, not knowing that it's haunted by the demonic presence of the Amityville house. Soon, the clock begins to alter time and space and starts to possess members of the household.",Tony Randel,"Stephen Macht, Shawn Weatherly, Megan Ward, Damon Martin",Horror,95 min,16 Jul 1992
1323,Amityville 3-D,4.2,Inquisitive Reveal Magazine journalist John Baxter moves into the Amityville house in defiance of the supernatural events connected to it and finds everyone around him besieged by evil manifestations connected to a demonic presence.,Richard Fleischer,"Tony Roberts, Tess Harper, Robert Joy",Horror,105 min,18 Nov 1983
1324,Amityville Dollhouse,4.2,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",Steve White,"Robin Thomas, Starr Andreeff, Allen Cutler, Rachel Duncan",Horror,93 min,18 Feb 1997
1325,Amityville: A New Generation,3.8,"An old mirror from the Amityville house finds its way into a young photographer's home, where the demonic presence soon manifests itself to cause more death and mayhem.",John Murlowski,"Ross Partridge, Julia Nickson, Lala Sloatman, David Naughton",Horror,91 min,29 Sep 1993
1326,Amityville II: The Possession,5.6,"A dysfunctional family moves into a new house, which proves to be satanic, resulting in the demonic possession of their teenage son.",Damiano Damiani,"James Olson, Burt Young, Rutanya Alda",Horror,104 min,24 Sep 1982
1330,April Fool's Day,6.1,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",Fred Walton,"Deborah Foreman, Griffin O'Neal, Clayton Rohner","Horror, Mystery",89 min,28 Mar 1986
1331,Audrey Rose,5.8,A stranger attempts to convince a happily married couple that their daughter is actually his daughter reincarnated.,Robert Wise,"Anthony Hopkins, Marsha Mason, John Beck","Drama, Fantasy, Horror",113 min,06 Apr 1977
1335,Blood Beach (1981),N/A,N/A,N/A,"Patrick O'Riley, Jessica Bayliss, Richard Wells",Documentary,N/A,27 Jan 2021
1336,Body Parts,5.7,"After losing his arm in a car accident, a criminal psychologist has it replaced with a limb that belonged to a serial killer.",Eric Red,"Jeff Fahey, Lindsay Duncan, Kim Delaney","Horror, Sci-Fi, Thriller",88 min,02 Aug 1991
1339,Bram Stoker's Dracula,7.4,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins","Fantasy, Horror, Romance",128 min,13 Nov 1992
1340,Bride of Frankenstein,7.8,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.",James Whale,"Boris Karloff, Elsa Lanchester, Colin Clive","Drama, Horror, Sci-Fi",75 min,06 May 1935
1341,Burnt Offerings,6.4,A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,Dan Curtis,"Karen Black, Oliver Reed, Burgess Meredith","Horror, Mystery, Thriller",116 min,18 Oct 1976
1342,Candyman,6.7,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",Bernard Rose,"Virginia Madsen, Xander Berkeley, Tony Todd","Horror, Thriller",99 min,16 Oct 1992
1343,Cape Fear,7.3,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",Martin Scorsese,"Robert De Niro, Nick Nolte, Jessica Lange","Crime, Thriller",128 min,15 Nov 1991
1345,Carrie,7.4,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving","Horror, Mystery",98 min,16 Nov 1976
1346,Cat People,6.2,A woman who was orphaned from a young age finally reunites with her older brother. Matters start to go awry when she slowly discovers the true nature of her family.,Paul Schrader,"Nastassja Kinski, Malcolm McDowell, John Heard","Fantasy, Horror, Thriller",118 min,02 Apr 1982
1352,Albino Alligator,6.1,Fleeing robbers stumble into a staked-out bar in New Orleans.,Kevin Spacey,"Matt Dillon, Faye Dunaway, Gary Sinise","Crime, Drama, Thriller",94 min,17 Jan 1997
1354,Breaking the Waves,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge",Drama,159 min,13 Nov 1996
1355,Nightwatch,6.2,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",Ole Bornedal,"Ewan McGregor, Nick Nolte, Anais Evans","Drama, Horror, Thriller",101 min,17 Apr 1998
1356,Star Trek: First Contact,7.6,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner","Action, Adventure, Drama",111 min,22 Nov 1996
1357,Shine,7.6,"David Helfgott, a gifted pianist, struggles through childhood as his dysfunctional father abuses him and his siblings. Years later, he suffers a mental breakdown but manages to return as a legend.",Scott Hicks,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine","Biography, Drama, Music",105 min,14 Feb 1997
1358,Sling Blade,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh",Drama,135 min,14 Mar 1997
1359,Jingle All the Way,5.8,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman","Adventure, Comedy, Family",89 min,22 Nov 1996
1361,Paradise Lost: The Child Murders at Robin Hood Hills,8.2,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,"Joe Berlinger, Bruce Sinofsky","Tony Brooks, Diana Davis, Terry Wood","Documentary, Crime",150 min,10 Jun 1996
1365,Ridicule,7.3,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",Patrice Leconte,"Charles Berling, Jean Rochefort, Fanny Ardant","Comedy, Drama, History",102 min,22 Nov 1996
1367,101 Dalmatians,5.7,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson","Adventure, Comedy, Crime",103 min,27 Nov 1996
